AHRI Ref. #,Outdoor Unit Brand Name,Outdoor Unit Series Name,Outdoor Unit Model Number,Indoor Unit Brand Name,Mini/Multi-Split Indoor Unit Type,Indoor Unit Model Number,Furnace Model Number,"Cooling Capacity (95F), btuh (Appendix M1) *",EER2 (95F) (Appendix M1) *,SEER2 (Appendix M1) *,"Cooling Capacity (95F), btuh (Appendix M) *",EER (95F) (Appendix M) *,IEER (95F) (Appendix M) *,SEER (Appendix M) *,"Full-Load Cooling Air Volume Rate, scfm (Appendix M1)","Full-Load Cooling Air Volume Rate, scfm (Appendix M)","Intermediate Cooling Air Volume Rate, scfm (Appendix M)","Minimum Cooling Air Volume Rate, scfm (Appendix M)",Model Status,Manufacturer Type,AHRI Type,Split or Packaged?,Phase,Designated Tested Combination?,Region,Refrigerant Type,Sold In?,CEE Tier,Energy Guide Label,ENERGY STAR ® Certified?,Potential Eligibility for IRA Tax Credit,Is Rerated
215392984,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9S800403A*A*,28400,12,14.5,,,,,900,900,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215392985,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9S800603A*A*,28400,12,14.5,,,,,930,930,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215392986,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9S800804B*A*,28400,12.5,15.2,,,,,990,990,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215392987,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9S800805C*A*,28400,12.5,15.5,,,,,1010,1010,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215392988,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9S960403BNA*,28400,12,15.2,,,,,930,930,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215392989,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9S960804CNA*,28400,12.5,15.2,,,,,910,910,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215392990,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9C800804B*A*,28400,12.5,15.2,,,,,1010,1010,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215392991,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9C960603BNA*,28400,12,15.2,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215392992,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AC9C961005CNA*,28400,12.5,15.2,,,,,910,910,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215392993,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800403A*A*,28400,12,15,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215392994,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800403AUA*,28400,12,15,,,,,900,900,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215392995,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800603AUA*,28400,12,15,,,,,900,900,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215392996,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800603B*A*,28400,12.5,16,,,,,960,960,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215392997,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800604B*A*,28400,12.5,16,,,,,980,980,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215392998,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800604BUA*,28400,12.5,16,,,,,990,990,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215392999,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800803B*A*,28400,12.5,16,,,,,930,930,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393000,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800804B*A*,28400,12.5,16,,,,,1010,1010,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393001,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800804BUA*,28400,12.5,16,,,,,980,980,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393002,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800804C*A*,28400,12.5,16,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393003,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800805C*A*,28400,12.5,16,,,,,980,980,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393004,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S800805CUA*,28400,12.5,16,,,,,960,960,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393005,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S920603BNA*,28600,12.5,15.2,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393006,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S920803BNA*,28600,12.5,15.2,,,,,930,930,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393007,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S920804CNA*,28400,12.5,16,,,,,1020,1020,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393008,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S960403ANA*,28400,12,14.5,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393009,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S960403BUA*,28600,12.5,15.2,,,,,990,990,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393010,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S960603BNA*,28600,12.5,15.2,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393011,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S960603BUA*,28600,12.5,15.2,,,,,970,970,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393012,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S960804CNA*,28400,12.5,16,,,,,900,900,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393013,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S960805CNA*,28400,12.5,16,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393014,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9S960805CUA*,28400,12.5,16,,,,,960,960,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393015,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C800403A*A*,28400,12,15,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215393016,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C800603B*A*,28400,12.5,16,,,,,910,910,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393017,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C800803B*A*,28400,12.5,16,,,,,930,930,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393018,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C800804B*A*,28400,12.5,16,,,,,1010,1010,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393019,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C800804C*A*,28400,12.5,16,,,,,870,870,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393020,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C800805C*A*,28400,12.5,16,,,,,1040,1040,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393021,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C960403ANA*,28400,12,14.5,,,,,960,960,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393022,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C960603ANA*,28400,12,14.5,,,,,940,940,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393023,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C960603BNA*,28600,12.5,15.2,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393024,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C960803BNA*,28600,12.5,15.2,,,,,940,940,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393025,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C960804CNA*,28400,12.5,16,,,,,880,880,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393026,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C961004CNA*,28600,12.5,15.5,,,,,870,870,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393027,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AM9C961005CNA*,28600,12.5,15.5,,,,,950,950,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216569606,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVT960403B,28400,12.5,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
216569607,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVT960403B,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216569608,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVT960403B,28600,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216613622,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVM970603B,28400,12.5,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
216613623,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVT800603B,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216613624,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVT960603B,28400,12.5,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
216613625,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVM970603B,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216613626,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVT800603B,28400,12.5,15.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216613627,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVT960603B,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216613628,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVM970603B,28600,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216613629,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVT800603B,28600,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216613630,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVT960603B,28600,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614210,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVM971005C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614211,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVT801005C,28400,12,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216614212,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVT961005C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614213,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVM971005C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614214,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVT801005C,28400,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216614215,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVT961005C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614216,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVM971005C,28600,12.5,15.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614217,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVT801005C,28600,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216614218,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVT961005C,28600,12.5,15.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614803,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVM970804C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614804,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,A*VT800804C*A*,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216614805,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVT960804C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614806,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVM970804C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614807,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,A*VT800804C*A*,28400,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216614808,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVT960804C,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614809,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVM970804C,28600,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216614810,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,A*VT800804C*A*,28600,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216614811,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVT960804C,28600,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216615574,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVM970803B,28400,12.5,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
216615575,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,ADVT800803B,28400,12,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216615576,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,A*VT960803BNA*,28400,12.5,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
216615577,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVM970803B,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216615578,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,ADVT800803B,28400,12.5,15.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216615579,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,A*VT960803BNA*,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216615580,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVM970803B,28600,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216615581,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,ADVT800803B,28600,12.5,16,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
216615582,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,A*VT960803BNA*,28600,12.5,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
216615987,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,A*VT800604B*A*,28400,12,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215377704,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026+EEP,,28600,11.7,14.3,,,,,900,900,,,Active,Systems,RCU-A-C,Split,1,Yes,All,R-32,"USA, Canada",,,No,No,No
215378180,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022+MBVB12BP1X00A*,,28400,12.5,15.2,,,,,900,900,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378181,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022+MBVB16CP1X00A*,,28400,12.5,15.5,,,,,900,900,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378182,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9S800403A,28400,12,14.5,,,,,960,960,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378183,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9S800603A,28400,12,14.5,,,,,980,980,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378184,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9S800804B,28400,12.5,15.2,,,,,960,960,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378185,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9S800805C,28400,12.5,15.2,,,,,980,980,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378186,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9S801005C,28400,12.5,15,,,,,1030,1030,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378187,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9S960603B,28400,12,14.5,,,,,980,980,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378188,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9T800804B,28400,12.5,15.2,,,,,990,990,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378189,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AD9T960603B,28400,12,14.5,,,,,920,920,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378190,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800403A*A*,28400,12,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378191,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800403AUA*,28400,12,14.5,,,,,970,970,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378192,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800603AUA*,28400,12,14.5,,,,,1000,1000,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378193,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800603B*A*,28400,12.5,15.2,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,Yes,No,No
215378194,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800604BUA*,28400,12.5,15.2,,,,,970,970,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378195,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800804B*A*,28400,12.5,15.2,,,,,990,990,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378196,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800804BUA*,28400,12.5,15.2,,,,,960,960,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378197,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800804C*A*,28400,12.5,15.2,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378198,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800805C*A*,28400,12.5,15.2,,,,,960,960,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378199,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S800805CUA*,28400,12.5,15.2,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378200,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S801005C*A*,28400,12.5,15.2,,,,,1030,1030,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378201,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S920603BNA*,28400,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378202,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S920803BNA*,28400,12,14.5,,,,,910,910,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378203,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S920804CNA*,28400,12,15.2,,,,,1000,1000,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378204,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S920805CNA*,28400,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378205,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S960403BUA*,28200,12,14.5,,,,,970,970,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
