AHRI Ref. #,Outdoor Unit Brand Name,Outdoor Unit Series Name,Outdoor Unit Model Number,Indoor Unit Brand Name,Mini/Multi-Split Indoor Unit Type,Indoor Unit Model Number,Furnace Model Number,"Cooling Capacity (95F), btuh (Appendix M1) *",EER2 (95F) (Appendix M1) *,SEER2 (Appendix M1) *,"Cooling Capacity (95F), btuh (Appendix M) *",EER (95F) (Appendix M) *,IEER (95F) (Appendix M) *,SEER (Appendix M) *,"Full-Load Cooling Air Volume Rate, scfm (Appendix M1)","Full-Load Cooling Air Volume Rate, scfm (Appendix M)","Intermediate Cooling Air Volume Rate, scfm (Appendix M)","Minimum Cooling Air Volume Rate, scfm (Appendix M)",Model Status,Manufacturer Type,AHRI Type,Split or Packaged?,Phase,Designated Tested Combination?,Region,Refrigerant Type,Sold In?,CEE Tier,Energy Guide Label,ENERGY STAR ® Certified?,Potential Eligibility for IRA Tax Credit,Is Rerated
215378206,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S960603BNA*,28200,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378207,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S960603BUA*,28200,12,14.5,,,,,950,950,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378208,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S960805CNA*,28400,12.5,15.2,,,,,1020,1020,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378209,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9S960805CUA*,28200,12.5,15.2,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378210,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9T800403A*A*,28400,12,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378211,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9T800804B*A*,28400,12.5,15.2,,,,,990,990,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378212,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9T800805C*A*,28400,12.5,15.2,,,,,1020,1020,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378213,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9T960603BNA*,28400,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378214,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9T960803BNA*,28400,12,14.5,,,,,920,920,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378215,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3022,AR9T961005CNA*,28400,12.5,15,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378216,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026+MBVB12BP1X00A*,,28400,12.5,16,,,,,900,900,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378217,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026+MBVB16CP1X00A*,,28400,12.5,16.2,,,,,900,900,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378218,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S800403A,28400,12,14.5,,,,,980,980,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378219,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S800603A,28400,12,14.5,,,,,910,910,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378220,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S800804B,28400,12.5,15,,,,,980,980,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378221,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S800805C,28400,12.5,15.2,,,,,1000,1000,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378222,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S801005C,28400,12.5,15.2,,,,,1040,1040,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378223,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S960403B,28400,12,14.5,,,,,920,920,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378224,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S960603B,28400,12,14.5,,,,,990,990,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378225,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9S960804C,28400,12,15.2,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378226,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9T800804B,28400,12.5,15.2,,,,,1000,1000,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378227,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AD9T960603B,28400,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378228,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800403A*A*,28400,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378229,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800403AUA*,28400,12,14.5,,,,,990,990,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378230,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800603AUA*,28400,12,14.5,,,,,1020,1020,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378231,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800603B*A*,28600,12.5,15.2,,,,,950,950,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378232,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800604B*A*,28600,12.5,15.2,,,,,960,960,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378233,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800604BUA*,28600,12.5,15.2,,,,,980,980,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378234,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800803B*A*,28600,12.5,15.2,,,,,920,920,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378235,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800804B*A*,28600,12.5,15.2,,,,,1000,1000,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378236,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800804BUA*,28600,12.5,15.2,,,,,970,970,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378237,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800804C*A*,28600,12.5,15.5,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378238,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800805C*A*,28600,12.5,15.5,,,,,970,970,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378239,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S800805CUA*,28600,12.5,15.5,,,,,950,950,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378240,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S801005C*A*,28600,12.5,15.5,,,,,1040,1040,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378241,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S920603BNA*,28400,12.5,15.2,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378242,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S920803BNA*,28400,12.5,15.2,,,,,920,920,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378243,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S920804CNA*,28400,12.5,15.2,,,,,1010,1010,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378244,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S920805CNA*,28400,12.5,15.2,,,,,1060,1060,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378245,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S960403ANA*,28400,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378246,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S960403BUA*,28400,12.5,15,,,,,980,980,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378247,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S960603BNA*,28400,12.5,15,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378248,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S960603BUA*,28400,12.5,15,,,,,960,960,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378249,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S960804CNA*,28400,12.5,15.2,,,,,890,890,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378250,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S960805CNA*,28400,12.5,15.2,,,,,1030,1030,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378251,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9S960805CUA*,28400,12.5,15.2,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378252,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T800403A*A*,28400,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378253,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T800803B*A*,28600,12.5,15.2,,,,,920,920,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378254,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T800804B*A*,28600,12.5,15.2,,,,,1000,1000,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378255,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T800805C*A*,28600,12.5,15.5,,,,,1030,1030,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378256,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T960403ANA*,28400,12,14.5,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378257,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T960603BNA*,28400,12.5,15,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378258,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T960803BNA*,28400,12.5,15,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378259,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T960804CNA*,28400,12.5,15.2,,,,,870,870,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378260,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T961004CNA*,28400,12.5,15.2,,,,,860,860,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378261,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3026,AR9T961005CNA*,28400,12.5,15.2,,,,,940,940,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378262,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626+EEP,,28600,11.7,14.3,,,,,900,900,,,Active,Systems,RCU-A-C,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215378263,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626+MBVB12BP1X00A*,,28600,12.5,16,,,,,900,900,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378264,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626+MBVB16CP1X00A*,,28400,12.5,16.5,,,,,900,900,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378265,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AD9S800403A,28400,12,14.5,,,,,900,900,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378266,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AD9S800603A,28400,12,14.5,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215378267,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AD9S800804B,28400,12.5,15.2,,,,,990,990,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378268,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AD9S800805C,28400,12.5,15.5,,,,,1010,1010,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215378269,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AD9S960403B,28400,12,15.2,,,,,930,930,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378270,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AD9S960804C,28400,12.5,15.2,,,,,910,910,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215378271,AMANA,ALXS5B,ALXS5BA3010,AMANA,,CAPTA3626,AD9T800804B,28400,12.5,15.2,,,,,1010,1010,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393161,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VS960603BUA*,34400,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393162,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VS960805CUA*,34400,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393163,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC800603B*A*,34600,12.5,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393164,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC800604B*A*,34600,12.5,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393165,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC800803B*A*,34600,12.5,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393166,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC800804C*A*,34400,12.5,16,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393167,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC800805C*A*,34400,12.5,16,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393168,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC801005C*A*,34400,12.5,16,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393169,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC960403BNB*,34400,12,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393170,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC960603BNB*,34400,12,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393171,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC960803BNB*,34400,12,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393172,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC960804CNB*,34400,12.5,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393173,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,A*VC961005CNB*,34400,12.5,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393174,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9S800804B*A*,34200,12.5,15.2,,,,,1100,1100,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393175,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9S801005C*A*,34400,12.5,15.2,,,,,1120,1120,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393176,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9S960403BNA*,34200,12,14.5,,,,,1110,1110,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393177,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9S960603BNA*,34200,12,14.5,,,,,1070,1070,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393178,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9S960804CNA*,34200,12,14.5,,,,,1080,1080,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393179,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9S961005CNA*,34200,12,14.5,,,,,1090,1090,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393180,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9C800804B*A*,34200,12.5,15.2,,,,,1110,1110,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393181,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9C800805C*A*,34400,12.5,15.2,,,,,1090,1090,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393182,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9C801005C*A*,34400,12.5,15.2,,,,,1200,1200,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393183,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9C960403BNA*,34200,12,14.5,,,,,1060,1060,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393184,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9C960603BNA*,34200,12,14.5,,,,,1090,1090,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393185,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AC9C960803BNA*,34200,12,14.5,,,,,1170,1170,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393186,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800603B*A*,34400,12.5,15.2,,,,,1060,1060,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393187,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800604B*A*,34400,12.5,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393188,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800803B*A*,34400,12.5,15.2,,,,,1030,1030,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,Yes,No,No
215393189,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800804B*A*,34400,12.5,15.2,,,,,1110,1110,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393190,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800804BUA*,34400,12.5,15.2,,,,,1110,1110,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393191,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800804C*A*,34400,12.5,15.5,,,,,1100,1100,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393192,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800805C*A*,34400,12.5,15.5,,,,,1060,1060,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393193,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S800805CUA*,34400,12.5,15.5,,,,,1060,1060,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393194,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S801005C*A*,34400,12.5,15.5,,,,,1080,1080,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393195,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S920603BNA*,34200,12.5,15.2,,,,,1100,1100,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393196,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S920803BNA*,34200,12.5,15.2,,,,,1060,1060,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393197,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S920804CNA*,34400,12.5,15.2,,,,,1120,1120,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393198,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S920805CNA*,34400,12.5,15.2,,,,,1120,1120,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393199,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S921004CNA*,34400,12.5,15.2,,,,,1130,1130,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393200,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S921005CNA*,34200,12.5,15.2,,,,,1090,1090,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215393201,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S960603BNA*,34200,12,15.2,,,,,1070,1070,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393202,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S960603BUA*,34200,12,14.5,,,,,1070,1070,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215393203,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S960804CNA*,34400,12.5,15.2,,,,,1080,1080,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
215393204,AMANA,ALXS5B,ALXS5BA3610,AMANA,,CAPTA3626,AM9S960805CNA*,34400,12.5,15.2,,,,,1090,1090,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
